SITE_ID,COLUMN_NAME,INSTRUMENT_ID,START_DATETIME,END_DATETIME,INSTALLATION_HEIGHT,INSTANCE,SERIAL_NUMBER,COMMENTS
RISEH,PLUVIO,PLUVIO2L,2020-07-10 09:11:00,,,3,PL2L-451530,
CHOBH,TDT2,TDT,2018-11-08 00:00:00,2019-11-27 00:00:00,,2,6013229,PPM - faulty
CHOBH,IMKO2,IMKO,2015-02-24 14:00:00,2019-11-27 00:00:00,,1,35914,Removed during PPM
STIPS,ETHERNET,ETHERNET_116,2020-01-23 00:00:00,,,2,4726,
HYBRY,HMP,HMP155,2019-11-26 00:00:00,2020-10-13 00:00:00,,3,N5050079,PPM
HYBRY,PA,CS106,2019-11-26 00:00:00,2021-05-27 09:00:00,,2,K4840006,PPM SN recorded on 13/10/20 PPM K4840006
LIZRD,IMKO1,IMKO,2014-10-17 12:00:00,2019-12-13 10:00:00,,1,35871,Removed during CSL PPM
LIZRD,IMKO3,IMKO,2014-10-17 12:00:00,2019-12-13 10:00:00,,1,35873,Removed during CSL PPM
LIZRD,AWS,METPAK,2019-12-13 12:00:00,2021-04-28 09:00:00,,2,14080002,Replaced during CSL PPM
LIZRD,HYGROCLIP,HYGROCLIP_HC2A,2019-12-13 12:00:00,2020-08-27 00:00:00,,4,20269164,Replaced during CSL PPM
LIZRD,ETHERNET,ETHERNET_116,2019-12-13 15:30:00,,,2,6365,Replaced during CSL PPM
NWYKE,4CR,NR01,2019-12-12 14:30:00,,,2,2132,Replaced during CSL PPM
NWYKE,AWS,METPAK,2019-12-12 13:30:00,2021-04-21 12:00:00,,2,14080007,Replaced during CSL PPM
NWYKE,HYGROCLIP,HYGROCLIP_HC2A,2019-12-12 13:30:00,2020-08-28 00:00:00,,6,20135087,Replaced during CSL PPM
NWYKE,PLUVIO,PLUVIO2L,2019-12-12 14:30:00,2020-08-28 00:00:00,,4,PL2L-451506,Replaced during CSL PPM
SYDLG,HMP,HMP155,2019-12-10 13:00:00,2020-08-25 00:00:00,,2,N5050075,Replaced during CSL PPM
BUNNY,MODEM,MODEM_PRO,2020-06-10 09:45:00,2021-04-13 12:00:00,,2,8673770219219303,Replaced by DR during RM. CSL SN recorded at PPM 111803080076
BUNNY,TDT1,TDT,2020-06-10 11:30:00,,,3,6503214,Replaced by DR during RM
RISEH,MODEM,MODEM_PRO,2020-07-10 08:05:00,2020-08-06 10:40:00,,1,867377021888155,Replaced due to comms issues
ROTHD,4CR,NR01,2020-08-05 11:30:00,,,4,1940,Replaced during RM due to previous sensor LWin being smashed
RISEH,LOGGER,LOGGER_CR3000,2020-08-06 10:30:00,2020-11-04 00:00:00,,2,12804,Cal date 19/11/2018
RISEH,MODEM,MODEM_PRO,2020-08-06 10:40:00,2021-04-14 12:00:00,,2,869715037691741,111808080006
RISEH,ETHERNET,ETHERNET_116,2019-11-14 12:00:00,2020-08-06 10:30:00,,2,6580,Removed during RM due to Ethernet failure.
RISEH,ETHERNET,ETHERNET_116,2020-08-06 10:30:00,,,3,4725,
MOREM,PA,CS106,2020-07-22 00:00:00,,,2,K4840003,Installed at PPM
MOREM,HMP,HMP155,2020-07-22 00:00:00,2021-07-09 12:00:00,,3,M2920118,
HLACY,PA,CS106,2020-07-29 00:00:00,2022-05-24 09:00:00,,2,L1710068,
HLACY,HMP,HMP155,2020-07-29 00:00:00,2021-05-06 08:00:00,,3,M2920123,
LULLN,PHENOCAM,PHENOCAM,2018-10-26 00:00:00,,,1,10.12.108.158,S14. IP recorded at 2020 PPM 192.168.1.1
COCHN,4CR,NR01,2017-08-23 00:00:00,2020-11-12 00:00:00,,1,2458,
COCHN,AWS_ANEM,WIND_ANEM,2017-08-23 00:00:00,2020-12-21 12:00:00,2.6,1,160912,Recovered by DR
COCHN,SI,SDMSI01,2017-08-23 00:00:00,2020-12-08 00:00:00,,1,E5908,Recovered by DR
COCHN,CRNS,CRNS_2000,2017-08-23 00:00:00,2020-12-21 12:00:00,,1,HI-TC02-1018,Recovered by DR
COCHN,CRNS_SNOW,SNOWFOX,2017-08-23 00:00:00,,,1,1206,
COCHN,ETHERNET,ETHERNET_115,2017-08-23 00:00:00,2020-12-08 00:00:00,,1,13806,Stolen
COCHN,HFP1,HFP01SC,2017-08-23 00:00:00,,,1,4026,
COCHN,HFP2,HFP01SC,2017-08-23 00:00:00,,,1,4387,
COCHN,MODEM,MODEM_PRO,2017-08-23 00:00:00,2020-12-08 00:00:00,,1,8673377020460550,201612070015 - Stolen
COCHN,PA,CS106,2017-08-23 00:00:00,2020-11-12 00:00:00,,1,K442011,
COCHN,PHENOCAM_LENS1,PHENOCAM_LENS,2017-08-23 00:00:00,2020-11-12 00:00:00,,1,5993875,
COCHN,PHENOCAM_LENS2,PHENOCAM_LENS,2017-08-23 00:00:00,2020-11-12 00:00:00,,1,5947072,
COCHN,PLUVIO,PLUVIO2,2017-08-23 00:00:00,2020-12-21 12:00:00,,1,358372,Recovered by DR
COCHN,HMP,HMP155,2017-08-23 00:00:00,2019-10-17 00:00:00,,1,L1320536,PPM
COCHN,SNOW_DEPTH,SR05A,2017-08-23 00:00:00,2019-10-17 00:00:00,,1,6676,Recovered during PPM
COCHN,STP,STP,2017-08-23 00:00:00,,,1,2252,
COCHN,TDT1,TDT,2017-08-23 00:00:00,,,1,6503206,
COCHN,TDT2,TDT,2017-08-23 00:00:00,,,1,6503244,
COCHN,TDT3,TDT,2017-08-23 00:00:00,,,1,6504184,
COCHN,TDT4,TDT,2017-08-23 00:00:00,,,1,6504183,
COCHN,TDT5,TDT,2017-08-23 00:00:00,,,1,6503255,
COCHN,TDT6,TDT,2017-08-23 00:00:00,,,1,6503205,
COCHN,TDT7,TDT,2017-08-23 00:00:00,,,1,6503212,
COCHN,TDT8,TDT,2017-08-23 00:00:00,,,1,6503218,
COCHN,TDT9,TDT,2017-08-23 00:00:00,,,1,6503253,
COCHN,TDT10,TDT,2017-08-23 00:00:00,,,1,6503251,
COCLP,CRNS,CRNS_2000,2018-01-31 10:00:00,,,3,HI-TC02-2027,Original tube fixed and replaced
COCLP,CRNS2,CRNS_2000,2018-01-31 10:00:00,2019-10-31 13:00:00,,1,HI-TC02-1082,Temporary replacement tube re-addressed to COSMOS_MOD2 for comparison with original tube
BICKL,HYGROCLIP,HYGROCLIP_HC2,2017-02-17 09:30:00,2018-03-06 12:00:00,,2,61019689,Replaced by CSL during PPM
BICKL,HYGROCLIP,HYGROCLIP_HC2A,2018-03-06 12:00:00,2018-08-21 09:30:00,,3,20135119,Replaced by Milo Brooks after previous sensor failed
SHEEP,ETHERNET,ETHERNET_115,2013-10-24 14:30:00,2020-02-11 00:00:00,,1,11045,Removed by CSL during PPM
SHEEP,LOGGER,LOGGER_CR3000,2013-10-24 14:30:00,2020-02-11 00:00:00,,1,8473,Removed by CSL during PPM
SHEEP,PHENOCAM_LENS1,PHENOCAM_LENS,2013-10-24 14:30:00,2018-12-05 12:00:00,,1,,IP: 10.12.148.168
SHEEP,AWS_ANEM,WIND_ANEM,2013-10-24 14:30:00,2020-02-11 00:00:00,2.6,1,13200043,Wind sonic (2D)
SHEEP,MODEM,MODEM,2013-10-24 14:30:00,2020-02-13 00:00:00,,1,359991030457797,Removed by CSL during PPM
STIPS,AWS_ANEM,WIND_ANEM,2018-07-12 11:30:00,,2.6,1,140316,
STIPS,PLUVIO_CHAIN,CHAIN,2018-07-12 11:30:00,,,1,,Installed by JT to improve wind interference issue
WADDN,HYGROCLIP,HYGROCLIP_HC2,2013-11-04 18:30:00,2016-07-27 10:30:00,,1,60884040,
WADDN,HYGROCLIP,HYGROCLIP_HC2,2016-07-27 10:30:00,2018-07-18 15:00:00,,2,61222913,
WADDN,HYGROCLIP,HYGROCLIP_HC2A,2018-07-18 15:00:00,2018-10-04 12:00:00,,3,20134470,Installed by JT on site visit
WADDN,PLUVIO_CHAIN,CHAIN,2018-07-18 15:00:00,,,1,,Installed by JT on site visit to combat wind interference issue
FINCH,PLUVIO_CHAIN,CHAIN,2018-07-19 17:00:00,,,1,,
MORLY,PLUVIO_CHAIN,CHAIN,2018-07-19 15:30:00,,,1,,
EUSTN,PLUVIO_CHAIN,CHAIN,2018-07-19 14:30:00,,,1,,
ELMST,PLUVIO_CHAIN,CHAIN,2018-07-19 13:00:00,,,1,,
LIZRD,PLUVIO_CHAIN,CHAIN,2018-07-18 14:30:00,,,1,,
BICKL,HYGROCLIP,HYGROCLIP_HC2A,2018-08-21 13:30:00,2019-09-10 00:00:00,,4,20135003,Replaced by CSL during PPM
BICKL,TDT1,TDT,2018-08-21 12:00:00,,,2,6013228,Replaced by CSL during PPM
BICKL,TDT2,TDT,2018-08-21 12:00:00,2020-11-24 00:00:00,,2,6013223,Replaced by CSL during PPM
BICKL,STP,STP,2018-08-21 13:00:00,,,2,2255,Replaced by CSL during PPM
BICKL,HFP1,HFP01SC,2018-08-21 13:00:00,,,2,4021,Replaced by CSL during PPM
BICKL,HFP2,HFP01SC,2018-08-21 13:00:00,2022-05-26 09:00:00,,2,4019,Replaced by CSL during PPM
BICKL,PHENOCAM_LENS1,PHENOCAM_LENS,2018-08-21 09:30:00,,,2,5920643,IP:10.12.145.217
BICKL,PHENOCAM_LENS2,PHENOCAM_LENS,2018-08-21 09:30:00,,,2,5913729,IP:10.12.145.217
BICKL,PLUVIO_CHAIN,CHAIN,2018-08-21 12:00:00,,,1,,Installed by CSL during PPM
BUNNY,HYGROCLIP,HYGROCLIP_HC2,2015-01-27 00:30:00,2018-08-22 09:00:00,,1,61019699,
BUNNY,HYGROCLIP,HYGROCLIP_HC2A,2018-08-22 10:00:00,2019-06-27 07:00:00,,2,20135068,Replaced by CSL during PPM
BUNNY,TDT2,TDT,2018-08-22 11:30:00,2020-07-17 00:00:00,,2,6013236,Replaced by CSL during PPM
BUNNY,PHENOCAM_LENS1,PHENOCAM_LENS,2018-08-22 08:30:00,,,2,5412758,IP:10.20.196.51
BUNNY,PHENOCAM_LENS2,PHENOCAM_LENS,2018-08-22 08:30:00,,,2,5356508,IP:10.20.196.51
BICKL,MODEM,MODEM,2015-01-28 17:00:00,2020-11-24 00:00:00,,1,3599910306252874,Removed by CSL
BICKL,LOGGER,LOGGER_CR3000,2015-01-28 17:00:00,2020-11-24 00:00:00,,1,9770,Removed by CSL
BICKL,ETHERNET,ETHERNET_115,2015-01-28 17:00:00,2020-12-22 10:10:00,,1,13622,Removed by DR due to intermittent comms fault
BUNNY,TDT1,TDT,2018-08-22 11:30:00,2020-06-10 11:30:00,,2,6013226,Replaced by CSL during PPM
CARDT,HYGROCLIP,HYGROCLIP_HC2,2015-06-24 10:00:00,2018-10-02 10:00:00,,1,61222931,
CARDT,HYGROCLIP,HYGROCLIP_HC2A,2018-10-02 11:00:00,2019-10-22 11:00:00,,2,20135002,Replaced by CSL during PPM
CARDT,PLUVIO_CHAIN,CHAIN,2018-10-02 11:00:00,,,1,,
CARDT,PHENOCAM_LENS1,PHENOCAM_LENS,2018-10-02 13:00:00,,,2,5375146,IP:10.16.46.235
CARDT,PHENOCAM_LENS2,PHENOCAM_LENS,2018-10-02 13:00:00,,,2,5375252,IP:10.16.46.235
CHIMN,4CR,NR01,2018-10-05 14:00:00,2020-08-18 08:45:00,,2,2311,Replaced by CSL during PPM fpr failing SWin spot check
CHIMN,ETHERNET,ETHERNET_115,2018-10-05 13:30:00,2020-01-22 12:00:00,,2,13473,Replaced by CSL during PPM
CHIMN,HYGROCLIP,HYGROCLIP_HC2A,2018-10-05 13:30:00,2020-02-12 00:00:00,,3,20134978,Replaced by CSL during PPM. 12-FEB-20 PPMold hygroclip replaced SN noted as 60835464.
CHIMN,LOGGER,LOGGER_CR3000,2018-10-05 13:30:00,2020-01-22 13:30:00,,2,9476,Replaced by CSL during PPM
CHIMN,PHENOCAM_LENS1,PHENOCAM_LENS,2018-10-05 09:30:00,2019-06-25 10:30:00,,2,5886869,IP:10.22.79.179
CHIMN,PHENOCAM_LENS2,PHENOCAM_LENS,2018-10-05 09:30:00,2019-06-25 10:30:00,,2,5886868,IP:10.22.79.179
CHIMN,MODEM,MODEM,2013-10-02 13:30:00,2019-10-09 11:00:00,,1,354374042497801,
ALIC1,HYGROCLIP,HYGROCLIP_HC2,2015-03-06 13:30:00,2016-07-28 12:00:00,,1,61218689,
ALIC1,MODEM,MODEM,2018-03-06 13:30:00,2020-02-13 00:00:00,,1,3599910306252174,
PLYNL,MODEM,MODEM,2014-11-05 12:30:00,2019-11-15 10:00:00,,1,359991030605460,
HILLB,PLUVIO,PLUVIO2,2018-11-15 16:00:00,2019-08-21 00:00:00,,2,387938,Replaced by ET/PS during RM. Removed during PPM during to noisy data
HILLB,PHENOCAM_LENS1,PHENOCAM_LENS,2018-11-15 15:00:00,,,2,5919382,Replaced by ET/PS during RM
HILLB,PHENOCAM_LENS2,PHENOCAM_LENS,2018-11-15 15:00:00,,,2,5920039,Replaced by ET/PS during RM
HENFS,HYGROCLIP,HYGROCLIP_HC2,2015-12-17 13:00:00,2017-01-24 12:30:00,,1,61223072,
HENFS,HYGROCLIP,HYGROCLIP_HC2,2017-01-24 12:30:00,2018-11-01 12:00:00,,2,61019084,Replaced during CSL PPM
HENFS,HYGROCLIP,HYGROCLIP_HC2A,2018-11-01 12:00:00,2019-09-18 10:30:00,,3,20135087,Replaced during CSL PPM
HENFS,PHENOCAM_LENS1,PHENOCAM_LENS,2018-11-01 12:00:00,,,2,5376288,IP:10.16.65.218 Replaced during CSL PPM
HENFS,PHENOCAM_LENS2,PHENOCAM_LENS,2018-11-01 12:00:00,,,2,5966359,IP:10.16.65.218 Replaced during CSL PPM
HOLLN,HYGROCLIP,HYGROCLIP_HC2,2014-03-25 12:30:00,2015-09-01 12:00:00,,1,61019670,
HOLLN,HYGROCLIP,HYGROCLIP_HC2,2015-09-01 12:00:00,2016-10-05 12:00:00,,2,61212106,Replaced during CSL PPM
HOLLN,HYGROCLIP,HYGROCLIP_HC2,2016-10-05 12:00:00,2017-08-01 12:00:00,,3,61222971,Replaced during CSL PPM
HOLLN,HYGROCLIP,HYGROCLIP_HC2A,2018-12-19 12:00:00,2019-12-03 00:00:00,,6,20269328,Replaced during CSL PPM
HOLLN,4CR,NR01,2018-12-19 12:00:00,2019-05-22 00:00:00,,2,2758,Replaced during CSL PPM
HOLLN,CRNS2,CRNS_2000,2018-12-19 12:00:00,2019-11-05 12:30:00,,1,HI-TC02-2011,Installed during CSL PPM
HOLLN,TDT1,TDT,2018-12-19 12:00:00,,,2,6503277,Replaced during CSL PPM
HOLLN,TDT2,TDT,2018-12-19 12:00:00,,,2,6503280,Replaced during CSL PPM
HOLLN,PHENOCAM_LENS1,PHENOCAM_LENS,2018-12-19 12:00:00,,,2,5918583,IP:10.12.112.239 Replaced during CSL PPM
HOLLN,PHENOCAM_LENS2,PHENOCAM_LENS,2018-12-19 12:00:00,,,2,5914348,IP:10.12.112.239 Replaced during CSL PPM
WRTTL,HMP,HMP155,2019-06-19 08:40:00,2019-11-20 00:00:00,,2,P4020594,Fitted by DR during RM as not done during PPM
SHEEP,PLUVIO,PLUVIO2,2019-06-24 14:25:00,2019-10-03 08:34:00,,2,342192,
CHIMN,PHENOCAM_LENS1,PHENOCAM_LENS,2019-06-25 10:30:00,,,3,5919451,10.12.147.232
CHIMN,PHENOCAM_LENS2,PHENOCAM_LENS,2019-06-25 10:30:00,,,3,5920232,10.12.147.232
RISEH,PHENOCAM_LENS2,PHENOCAM_LENS,2016-05-04 16:00:00,2018-08-17 11:00:00,,1,5375146,IP:10.16.106.236
RISEH,PHENOCAM_LENS1,PHENOCAM_LENS,2019-06-26 12:00:00,,,3,5911352,IP:10.11.115.44 Replaced during RM
RISEH,PHENOCAM_LENS2,PHENOCAM_LENS,2019-06-26 12:00:00,,,3,5918273,IP:10.11.115.44 Replaced during RM
BUNNY,HYGROCLIP,HYGROCLIP_HC2A,2019-06-27 07:00:00,2019-09-11 00:00:00,,3,220269164,
MOORH,PLUVIO_CHAIN,CHAIN,2018-08-15 09:00:00,,,1,,
MOORH,HYGROCLIP,HYGROCLIP_HC2A,2018-08-15 10:30:00,2019-09-04 00:00:00,,4,20134429,Replaced during CSL PPM
MOORH,PHENOCAM_LENS1,PHENOCAM_LENS,2018-08-15 09:00:00,,,2,5401669,IP:10.20.154.167 Replaced during CSL PPM
MOORH,PHENOCAM_LENS2,PHENOCAM_LENS,2018-08-15 09:00:00,,,2,5401630,IP:10.20.154.167 Replaced during CSL PPM
MOORH,SNOW_DEPTH,SR05A,2018-08-15 09:30:00,2019-09-04 00:00:00,,3,5692,Replaced during CSL PPM
MORLY,4CR,NR01,2018-09-18 10:30:00,2019-09-24 07:00:00,,2,2319,Replaced during CSL PPM
MORLY,HYGROCLIP,HYGROCLIP_HC2A,2018-09-18 10:30:00,2019-09-24 07:00:00,,3,20135000,Replaced during CSL PPM
MORLY,PHENOCAM_LENS1,PHENOCAM_LENS,2018-09-18 10:30:00,,,2,5368385,IP:10.18.153.191 Replaced during CSL PPM
MORLY,PHENOCAM_LENS2,PHENOCAM_LENS,2018-09-18 10:30:00,,,2,5410219,IP:10.18.153.191 Replaced during CSL PPM
HOLLN,4CR,NR01,2019-05-22 00:00:00,2019-12-03 00:00:00,,3,2897,Replaced during RM as NR01 had erratic readings. Poss O/S issue
CRICH,LOGGER,LOGGER_CR3000,2017-04-25 12:00:00,2021-05-12 09:00:00,,2,8900,
STIPS,4CR,NR01,2019-09-20 00:00:00,2022-05-25 09:00:00,,2,1918,
STIPS,AWS,METPAK,2019-09-20 00:00:00,2020-08-06 00:00:00,,2,1906003,Removed during ppm for failing Pressure spot check
STIPS,HYGROCLIP,HYGROCLIP_HC2A,2019-09-20 00:00:00,2020-08-06 00:00:00,,3,20064852,Replaced during PPM
STIPS,LOGGER,LOGGER_CR3000,2019-09-20 00:00:00,2021-05-05 08:00:00,,2,8899,
MOREM,HMP,HMP155,2019-09-13 00:00:00,2020-07-22 00:00:00,,2,L1330308,
EUSTN,PA,CS106,2019-09-25 00:00:00,2021-04-29 12:00:00,,2,L1710069,
EUSTN,HMP,HMP155,2019-09-25 00:00:00,2020-07-31 00:00:00,,3,M2900122,
CGARW,HMP,HMP155,2019-09-17 00:00:00,2020-10-06 08:35:00,,4,L1320539,Replaced during RM - cable damaged but due calibration
CGARW,SNOW_DEPTH,SR05A,2019-09-17 00:00:00,2020-10-21 00:00:00,,3,5688,Replaced during PPM
REDHL,PLUVIO,PLUVIO2,2019-10-04 08:20:00,2020-01-30 00:00:00,,2,387940,Replaced by CSL during PPM
ROTHD,HYGROCLIP,HYGROCLIP_HC2,2014-07-25 08:00:00,2018-10-03 12:00:00,,1,61223044,
ROTHD,LOGGER,LOGGER_CR3000,2014-07-25 08:00:00,2019-10-23 08:00:00,,1,8969,
ROTHD,MODEM,MODEM,2014-07-25 08:00:00,2019-10-23 08:00:00,,1,359991030605700,
CARDT,LOGGER,LOGGER_CR3000,2015-06-24 10:00:00,2020-07-16 00:00:00,,1,9969,Swapped by CSL at PPM
PLYNL,HYGROCLIP,HYGROCLIP_HC2A,2017-11-16 16:00:00,2018-06-25 12:00:00,,4,20134473,Replaced at 16:04 by ET on site visit
SHEEP,TDT1,TDT,2017-11-09 13:00:00,2021-07-07 09:00:00,,3,6501202,Installed 0.4m west of original sensor. Previous sensor removed due to cable damage.
CRICH,HYGROCLIP,HYGROCLIP_HC2A,2017-11-07 09:00:00,2018-08-14 00:00:00,,2,20134997,Replaced by site host in response to faulty sensor. Time of change is approximate.
MOORH,HYGROCLIP,HYGROCLIP_HC2A,2017-11-17 11:00:00,2018-08-15 08:00:00,,3,20134982,
COCLP,CRNS,CRNS_2000,2017-11-16 13:00:00,2018-01-31 10:00:00,,2,HI-TC02-1082,Temporary replacement tube while connector being fixed on previous tube.
COCLP,HYGROCLIP,HYGROCLIP_HC2,2014-11-21 14:30:00,2016-12-14 13:00:00,,1,61211917,
COCLP,HYGROCLIP,HYGROCLIP_HC2,2016-12-14 13:00:00,2017-11-16 14:00:00,,2,61019467,Sensor replaced by CSL during PPM
COCLP,HYGROCLIP,HYGROCLIP_HC2A,2017-11-16 14:00:00,2018-10-19 07:30:00,,3,20134990,Replaced by BW on site visit
HARWD,MODEM,MODEM_PRO,2017-11-15 15:30:00,2021-09-15 09:00:00,,2,867377020460105,Barcode: 201612070019
HARWD,MODEM,MODEM,2015-05-22 12:00:00,2017-11-15 15:30:00,,1,,
HARWD,HYGROCLIP,HYGROCLIP_HC2A,2017-11-15 15:30:00,2018-10-16 09:00:00,,3,20134640,Changed by BW on site visit
HARWD,HYGROCLIP,HYGROCLIP_HC2,2016-12-13 15:00:00,2017-11-15 15:30:00,,2,61019116,Changed by CSL during PPM
HARWD,HYGROCLIP,HYGROCLIP_HC2,2015-05-22 12:00:00,2016-12-13 15:00:00,,1,61222864,
SHEEP,HFP1,HFP01SC,2017-11-09 13:30:00,,,2,3229,HFP reinstalled after being unearthed by rabbits. Moved to 0.03m east of original pit.
REDHL,PLUVIO_CHAIN,CHAIN,2017-11-02 12:30:00,,,1,,
RDMER,PLUVIO_CHAIN,CHAIN,2017-10-20 08:36:00,2018-09-19 08:00:00,,1,,Stainless steel chain added to pluvio to improve wind interference problem
PLYNL,AWS_ANEM,WIND_ANEM,2017-11-16 16:00:00,2019-09-19 09:00:00,2.6,3,140315,
BUNNY,ETHERNET,ETHERNET_115,2015-01-27 00:30:00,,,1,6981,SN confirmed at 17-Jul-20 PPM
BUNNY,LOGGER,LOGGER_CR3000,2015-01-27 00:30:00,2020-07-17 00:00:00,,1,2164,Cal date 07/09/07. Swapped by CSL at PPM.
BUNNY,MODEM,MODEM,2015-01-27 00:30:00,2020-06-10 09:45:00,,1,359991030600180,
LODTN,ETHERNET,ETHERNET_115,2016-04-26 15:00:00,2017-11-29 10:30:00,,1,,
LODTN,LOGGER,LOGGER_CR3000,2016-04-26 15:00:00,2019-10-02 08:00:00,,1,10258,
LODTN,ETHERNET,ETHERNET_115,2017-11-29 10:30:00,2019-10-02 08:00:00,,2,13331,
BUNNY,AWS_ANEM,WIND_ANEM,2017-11-29 10:00:00,2019-09-11 00:00:00,2.6,2,140810,Replaced by JT on site visit to fix NaN readings with previous instrument (see issue tracker 1212)
TADHM,HYGROCLIP,HYGROCLIP_HC2,2017-02-09 11:30:00,2018-04-26 12:00:00,,2,61019485,Replacement installed during PPM
TADHM,HYGROCLIP,HYGROCLIP_HC2,2014-10-14 12:00:00,2017-02-09 11:30:00,,1,61211208,
TADHM,HYGROCLIP,HYGROCLIP_HC2A,2018-04-26 12:00:00,2018-12-04 12:00:00,,3,20134443,Replacement after previous sensor failed.
LODTN,4CR,NR01,2018-04-23 12:00:00,2022-04-28 12:00:00,,2,2759,New NR01 installed during CSL PPM. Time of installation is approximate.
LODTN,HMP,HMP155,2018-04-23 12:00:00,2019-08-13 10:00:00,,2,M2920126,New HMP155 installed during CSL PPM. Time of installation is approximate.
RDMER,HYGROCLIP,HYGROCLIP_HC2,2015-02-10 10:30:00,2016-11-03 14:30:00,,1,61212085,
RDMER,HYGROCLIP,HYGROCLIP_HC2,2016-11-03 14:30:00,2018-05-10 12:00:00,,2,61211945,Installed by CSL during PPM
RDMER,HYGROCLIP,HYGROCLIP_HC2A,2018-05-10 12:00:00,2018-09-19 08:00:00,,3,20134480,Installed by JT on site visit after fault with previous sensor.
EUSTN,PHENOCAM_LENS1,PHENOCAM_LENS,2018-05-10 12:00:00,,,2,5411297,IP: 10.20.199.147
EUSTN,PHENOCAM_LENS2,PHENOCAM_LENS,2018-05-10 12:00:00,,,2,5960595,IP: 10.20.199.147
FIVET,AWS_ANEM,WIND_ANEM,2018-06-26 15:30:00,,2.6,1,144202,
FIVET,PLUVIO,PLUVIO2,2018-06-26 15:30:00,,,1,368534,
FIVET,4CR,NR01,2018-06-26 15:30:00,2022-07-26 09:00:00,,1,2548,
FIVET,HFP1,HFP01SC,2018-06-26 15:30:00,,,1,4672,
FIVET,HFP2,HFP01SC,2018-06-26 15:30:00,,,1,4675,
FIVET,STP,STP,2018-06-26 15:30:00,,,1,2274,
FIVET,TDT1,TDT,2018-06-26 15:30:00,,,1,6504139,
FIVET,TDT2,TDT,2018-06-26 15:30:00,,,1,6504144,
FIVET,CRNS,CRNS_2000,2018-06-26 15:30:00,,,1,HI-TC02-2007,
FIVET,TDT3,TDT,2018-06-26 15:30:00,,,1,6504132,
FIVET,TDT4,TDT,2018-06-26 15:30:00,,,1,6503243,
FIVET,TDT5,TDT,2018-06-26 15:30:00,,,1,6504134,
FIVET,TDT6,TDT,2018-06-26 15:30:00,,,1,6503247,
FIVET,TDT7,TDT,2018-06-26 15:30:00,,,1,6503240,
FIVET,TDT8,TDT,2018-06-26 15:30:00,,,1,6501437,
FIVET,TDT9,TDT,2018-06-26 15:30:00,,,1,6503224,
FIVET,TDT10,TDT,2018-06-26 15:30:00,,,1,6503229,
FIVET,PA,CS106,2018-06-26 15:30:00,2020-09-29 00:00:00,,1,M1120819,
FIVET,HMP,HMP155,2018-06-26 15:30:00,2019-09-18 00:00:00,,1,M2920122,
FIVET,MODEM,MODEM_PRO,2018-06-26 15:30:00,2021-08-03 09:00:00,,1,8673770213235103,
FIVET,SI,SDMSI01,2018-06-26 15:30:00,,,1,E3527,
FIVET,LOGGER,LOGGER_CR3000,2018-06-26 15:30:00,2019-09-18 00:00:00,,1,10973,
FIVET,PHENOCAM_LENS1,PHENOCAM_LENS,2018-06-26 15:30:00,,,1,5412321,
FIVET,PHENOCAM_LENS2,PHENOCAM_LENS,2018-06-26 15:30:00,,,1,5950434,
FIVET,ETHERNET,ETHERNET_116,2018-06-26 15:30:00,2019-09-18 00:00:00,,1,2740,
HADLW,PHENOCAM_LENS1,PHENOCAM_LENS,2018-10-25 14:30:00,,,2,5918595,IP:10.12.106.90
HADLW,PHENOCAM_LENS2,PHENOCAM_LENS,2018-10-25 14:30:00,,,2,5922444,IP:10.12.106.90
HYBRY,HMP,HMP155,2018-11-06 14:00:00,2019-11-26 00:00:00,,2,M2920118,Swapped during CSL PPM
HYBRY,PHENOCAM_LENS1,PHENOCAM_LENS,2018-11-06 14:00:00,,,2,5998114,IP10.16.106.233
HYBRY,PHENOCAM_LENS2,PHENOCAM_LENS,2018-11-06 14:00:00,,,2,5376083,IP10.16.106.233
CGARW,PHENOCAM_LENS1,PHENOCAM_LENS,2018-09-14 12:00:00,,,2,5915465,IP:10.12.91.162 Replaced during CSL PPM
CGARW,PHENOCAM_LENS2,PHENOCAM_LENS,2018-09-14 12:00:00,,,2,5915246,IP:10.12.91.162 Replaced during CSL PPM
CGARW,HMP,HMP155,2018-09-14 12:00:00,2019-06-11 00:00:00,,2,N5050076,Replaced during CSL PPM
CGARW,SNOW_DEPTH,SR05A,2018-09-14 12:00:00,2019-09-17 00:00:00,,2,6077,Replaced during CSL PPM
EASTB,4CR,NR01,2018-10-18 12:00:00,2019-10-29 10:00:00,,2,2144,Replaced during CSL PPM
EASTB,PLUVIO_CHAIN,CHAIN,2018-10-18 12:00:00,,,1,,Installed during CSL PPM
EASTB,HYGROCLIP,HYGROCLIP_HC2A,2018-10-18 12:00:00,2019-10-29 12:00:00,,3,20269336,Replaced during CSL PPM
EASTB,PHENOCAM_LENS1,PHENOCAM_LENS,2018-10-18 12:00:00,2019-10-29 15:30:00,,2,5393154,IP:10.16.46.236 Replaced during CSL PPM
EASTB,PHENOCAM_LENS2,PHENOCAM_LENS,2018-10-18 12:00:00,2019-10-29 15:30:00,,2,5388231,IP:10.16.46.236 Replaced during CSL PPM
EASTB,SNOW_DEPTH,SR05A,2018-10-18 12:00:00,2019-10-29 11:00:00,,3,5694,Replaced during CSL PPM
