"ID","asset_Name","asset_SerialNumber","asset_PartNumber","asset_PurchasingProject","asset_AcquiredDate","asset_CEHAssetNumber","asset_PurchaseOrderNumber","asset_PurchaseOrderDate","asset_POAttachments","asset_PurchasePrice","asset_ProjectManager","asset_RetiredDate","asset_CurrentCondition","asset_Obsolete","asset_Contract_Required","asset_Instrument_Type","asset_ContractorID","asset_Contractor","asset_Site","asset_PM_ID","asset_Description","asset_Quantity","asset_Type","asset_Make","asset_Model","asset_Version","asset_Firmware","asset_Software","asset_Calibration_Interval","asset_Calibration_Requirements","asset_Manufacture","asset_Manufacture_Date","asset_Height","asset_Depth","asset_Canopy_Height","asset_Test","asset_Alias","asset_Keywords","asset_Routine_Maintenance","asset_Comments","asset_Specialist_training_or_other_requirements"
198,"10A VICTRON SMARTSOLAR MPPT75-10 - 75VOC, PVCHARGE CONTROLLER - 12V, 24V BATTERY",,,"09191",,,"10022299",,,37.2,,,Excellent,,false,,0,,Wallingford,0,,5,Fixed,,,,,,0,,,,,,,,,,,,
199,VICTRON SOLAR PANEL 215W-24V MONO1580X705X35MM SERIES 4B,,,"09191",,,"10022299",,,96.0,,,Excellent,,false,,0,,Wallingford,0,,5,Fixed,,,,,,0,,,,,,,,,,,,
200,ADJUSTABLE ROOF MOUNT FOR BOATS OR FLAT ROOFSPACES,,,"09191",,,"10022299",,,23.56,,,Excellent,,false,,0,,Wallingford,0,,5,Fixed,,,,,,0,,,,,,,,,,,,
201,PREMADE MC4 6MM SOLAR CABLE 10 METER - (CUT INHALF TO MAKE TWO MC4 TO BARE WIRE CABLES WHENUSED IN OUR BUNDLES) 10M LENGTH,,,"09191",,,,,,20.31,,,Excellent,,false,,0,,Wallingford,0,,5,Fixed,,,,,,0,,,,,,,,,,,,
202,RSPro Battery Box,,,,,,,,,,,,,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
203,Surfbee dewalt batteries and charger,,,,,,,,,,,,,,false,,0,,Wallingford,0,"2x batteries, 2x charger",1,Fixed,,,,,,0,,,,,,,,,,,,
204,D-Sub to Female Terminal Block Adapter,RS Stock No.283-5887,,"09191",2025-04-30 00:00:00.000,,,,,20.87,,,Excellent,,false,,0,,Wallingford,0,RS Stock No.283-5887,1,Fixed,,,,,,0,,,,,,,,,,,,
205,Bosch Tyre Inflator,RS Stock No.220-1712,,"09191",2025-05-07 00:00:00.000,,,,,75.65,,,Excellent,,false,,0,,Wallingford,0,RS Stock No.220-1712,0,Fixed,,,,,,0,,,,,,,,,,,,
206,"Transcend 16 GB Industrial SDHC SD Card, Class 10",RS Stock No.124-9654,,"09191",2025-05-07 00:00:00.000,,,,,21.95,,,Excellent,,false,,0,,Wallingford,0,RS Stock No.124-9654,10,Fixed,,,,,,0,,,,,,,,,,,,
207,"RS PRO Triple Action Wire Stripper, 4.5mm Min, 29mm Max",RS Stock No.262-0151,,"09191",2025-04-18 00:00:00.000,,,,,29.89,,,Excellent,,false,,0,,Wallingford,0,RS Stock No.262-0151,2,Fixed,,,,,,0,,,,,,,,,,,,
208,"RS PRO Black Nylon Cable Gland, M20 Thread, 10mm min., 14mm max., IP68",RS Stock No.669-4673,,"09191",2025-04-18 00:00:00.000,,,,,4.05,,,Excellent,,false,,0,,Wallingford,0,RS Stock No.669-4673,1,Fixed,,,,,,0,,,,,,,,,,,,
209,"RS PRO Black Nylon Cable Gland, M20 Thread, 4mm min., 9mm max., IP68",RS Stock No.669-4660,,"09191",2025-04-18 00:00:00.000,,,,,5.41,,,Excellent,,false,,0,,Wallingford,0,RS Stock No.669-4660,2,Fixed,,,,,,0,,,,,,,,,,,,
210,"Amprobe LAN-1 Cable Tester BNC, RJ45",RS Stock No.668-0841,,"09191",2025-04-18 00:00:00.000,,,,,120.0,,,Excellent,,false,,0,,Wallingford,0,RS Stock No.668-0841,1,Fixed,,,,,,0,,,,,,,,,,,,
211,"RS PRO Disposable Respirator for General Purpose Protection, FFP3, Valved, Moulded 10 per Package",RS Stock No.246-1002,,"09191",2025-04-18 00:00:00.000,,,,,35.86,,,Excellent,,false,,0,,Wallingford,0,RS Stock No.246-1002,1,Fixed,,,,,,0,,,,,,,,,,,,
212,"Ideal Hand Crimp Tool for RJ11 Connectors, RJ45 Connectors",RS Stock No.294-6914,,"09191",2025-04-18 00:00:00.000,,,,,35.83,,,Excellent,,false,,0,,Wallingford,0,RS Stock No.294-6914,1,Fixed,,,,,,0,,,,,,,,,,,,
213,Gill Research HS Anemometer,"142002",,"09191",2025-04-24 00:00:00.000,,,,,,,,Fair,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
214,Gill Research HS Anemometer,"95",,"09191",2025-04-24 00:00:00.000,,,,,,,,Fair,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
215,Onset Rain Gauge,"10210070",,"09191",2025-04-24 00:00:00.000,,,,,,,,Fair,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
216,Onset Rain Gauge,"10210064",,"09191",2025-04-24 00:00:00.000,,,,,,,,Fair,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
217,Onset Rain Gauge,"10210062",,"09191",2025-04-24 00:00:00.000,,,,,,,,Fair,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
218,Onset Rain Gauge,"10210069",,"09191",2025-04-24 00:00:00.000,,,,,,,,Fair,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
219,Onset Rain Gauge,"10210060",,"09191",2025-04-24 00:00:00.000,,,,,,,,Fair,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
220,AT Delta-T Devices Barometer type BS5,A23868-19555,,"09191",2025-04-24 00:00:00.000,,,,,,,,Good,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
221,AT Delta-T Devices Barometer type BS5,"20012663",,"09191",2025-04-24 00:00:00.000,,,,,,,,Good,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
222,CPEC310,"1204",,"08327",2022-07-18 00:00:00.000,,"09501",2022-07-18 00:00:00.000,,40000.0,,,Good,,false,,0,,Wallingford,0,,1,Fixed,Campbell Scientific closed-path eddy covariance,CPEC310,,,,0,- None,,,,,,,,,-,none,
223,DPS8100 Barometric Pressure Sensor,"13236707",DPS 810G-TB-A2-CC-H0-P12,"09191",2025-05-16 00:00:00.000,,"20924-1",2025-02-04 00:00:00.000,,1763.75,,,Excellent,,false,Other,0,,SE-CARWE-01-WS,0,,1,Field site infrastructure,Campbell Scientific US,DPS8100,,,,0,,,,,,,,,,,,
226,NR01 radiometer (test),"12345",,,2025-05-12 00:00:00.000,,,,,,,,Requires Calibration,,false,Radiometer,0,,Wallingford,0,Test,1,Fixed,Hukseflux,NR01,,"3.2.1",,0,"3-yearly recalibration",,2023-05-15 00:00:00.000,,,,,CNR01,net radiation incoming outgoing long-wave short-wave,Test,,Some variables require correction using calibration coefficients. See calibration certificate for details.
230,VegaPULS C 21 Radar Sensor,"73619835",,"09191",2025-04-08 00:00:00.000,FDRI-F-RAD-0425-001,PO-21433,2025-03-19 00:00:00.000,,1182.0,,,Excellent,,false,,0,,SE-SVTRP-01-WL,0,Price including VAT,1,Field site infrastructure,Vega,VegaPULS C 21,,,,0,,,,,,,,,,,,
232,VegaPULS C 21 Radar Sensor,"73619836",,"09191",2025-04-08 00:00:00.000,FDRI-F-0425-RAD-002,PO-21433,2025-03-19 00:00:00.000,,1182.0,,,Excellent,,false,,0,,Wallingford,0,Price including VAT,1,Fixed,Vega,VegaPULS C 21,,,,0,,,,,,,,,,,,
592,AM16/32B 16/32 CHANNEL RELAY MULTIPLEXER C/W PLUGGABLE CONNECTORS,"43554",,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,659.6,,,Excellent,,false,,,,Wallingford,,Item-010620,1,Fixed,USA,,,,,,,Campbell Scientific,,,,,,,,,,
593,AM16/32B 16/32 CHANNEL RELAY MULTIPLEXER C/W PLUGGABLE CONNECTORS,"43550",RJ1614HPL,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,659.6,,,Excellent,,false,,,,Wallingford,,Item-010620 ,1,Fixed,USA,,,,,,,STAHLIN_Robroy Enclosures,2024-12-09 00:00:00.000,,,,,,,,,
594,AM16/32B 16/32 CHANNEL RELAY MULTIPLEXER C/W PLUGGABLE CONNECTORS,"43553",RJ1614HPL,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,659.6,,,Excellent,,false,,,,Wallingford,,Item-010620,1,Fixed,USA,,,,,,,STAHLIN_Robroy Enclosures,2024-12-09 00:00:00.000,,,,,,,,,
595,AM-400 DOWNWARD MOUNTING ACCESSORY ,,,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,34.85,,,Excellent,,false,,,,Wallingford,,Item-009823,1,Consumable,USA,,,,,,,Campbell Scientific,2025-03-03 00:00:00.000,,,,,,,,,
596,AM-400 DOWNWARD MOUNTING ACCESSORY ,,,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,34.85,,,Excellent,,false,,,,Wallingford,,Item-009823,1,Consumable,USA,,,,,,,Campbell Scientific,2025-03-03 00:00:00.000,,,,,,,,,
597,AM-400 DOWNWARD MOUNTING ACCESSORY ,,,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,34.85,,,Excellent,,false,,,,Wallingford,,Item-009823,1,Consumable,USA,,,,,,,Campbell Scientific,2025-03-03 00:00:00.000,,,,,,,,,
598,ANTENNA 3 dBi MIMO WALL/POLE MOUNT C/W 3M CABLE & SMA CONNECTOR,,"11030","09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,47.6,,,Excellent,,false,,,,Wallingford,,,1,Fixed,campbell scientific,,,,,,,uk,,,,,,,,,,
599,ANTENNA 3 dBi MIMO WALL/POLE MOUNT C/W 3M CABLE & SMA CONNECTOR,,"11030","09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,47.6,,,Excellent,,false,,,,Wallingford,,,1,Fixed,campbell scientific,,,,,,,uk,,,,,,,,,,
600,ANTENNA 3 dBi MIMO WALL/POLE MOUNT C/W 3M CABLE & SMA CONNECTOR,,"11030","09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,47.6,,,Excellent,,false,,,,Wallingford,,,1,Fixed,campbell scientific,,,,,,,uk,,,,,,,,,,
601,CABLE4CBL-L 4 CONDUCTOR 22 AWG & DRAIN CABLE C/W 3 METRE CABLE,,,"09191",2025-04-22 00:00:00.000,,"20924-1",2025-02-04 00:00:00.000,,56.95,,,Excellent,,false,,,,Wallingford,,Item-010803-003,1,Consumable,UK,,,,,,,Campbell Scientific,,,,,,,,,,
602,CABLE4CBL-L 4 CONDUCTOR 22 AWG & DRAIN CABLE C/W 3 METRE CABLE,,,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,56.95,,,Excellent,,false,,,,Wallingford,,Item-010803-003,1,Consumable,UK,,,,,,,Campbell Scientific,,,,,,,,,,
603,CABLE4CBL-L 4 CONDUCTOR 22 AWG & DRAIN CABLE C/W 3 METRE CABLE,,,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,56.95,,,Excellent,,false,,,,Wallingford,,Item-010803-003,1,Consumable,UK,,,,,,,Campbell Scientific,,,,,,,,,,
604,CABLE4CBL-L 4 CONDUCTOR 22 AWG & DRAIN CABLE C/W 3 METRE CABLE,,,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,56.95,,,Excellent,,false,,,,Wallingford,,Item-010803-003,1,Consumable,UK,,,,,,,Campbell Scientific,,,,,,,,,,
605,CABLEPCBL-L 2 CONDUCTOR 16 AWG POWER CABLE C/W 3 METRE CABLE,,,"09191",2025-04-22 00:00:00.000,,"20924-1",2025-02-04 00:00:00.000,,52.7,,,Excellent,,false,,,,Wallingford,,Item-010800-003,1,Consumable,UK,,,,,,,Campbell Scientific,,,,,,,,,,
606,CABLEPCBL-L 2 CONDUCTOR 16 AWG POWER CABLE C/W 3 METRE CABLE,,,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,52.7,,,Excellent,,false,,,,Wallingford,,Item-010800-003,1,Consumable,UK,,,,,,,Campbell Scientific,,,,,,,,,,
607,CABLEPCBL-L 2 CONDUCTOR 16 AWG POWER CABLE C/W 3 METRE CABLE,,,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,52.7,,,Excellent,,false,,,,Wallingford,,Item-010800-003,1,Consumable,UK,,,,,,,Campbell Scientific,,,,,,,,,,
608,CABLEPCBL-L 2 CONDUCTOR 16 AWG POWER CABLE C/W 3 METRE CABLE,,,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,52.7,,,Excellent,,false,,,,Wallingford,,Item-010800-003,1,Consumable,UK,,,,,,,Campbell Scientific,,,,,,,,,,
609,CM202E 60cm SENSOR CROSS ARM & CM210E BRACKET KIT,,,"09191",2025-04-22 00:00:00.000,,"20924-1",2025-02-04 00:00:00.000,,88.83,,,Excellent,,false,,,,Wallingford,,Item-010717,1,Consumable,UK,CM202E & CM210E,,,,,,Campbell Scienfitic,,,,,,,,,,
610,CM202E 60cm SENSOR CROSS ARM & CM210E BRACKET KIT,,,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,88.83,,,Excellent,,false,,,,Wallingford,,Item-010717,1,Consumable,UK,CM202E & CM210E,,,,,,Campbell Scienfitic,,,,,,,,,,
611,CM202E 60cm SENSOR CROSS ARM & CM210E BRACKET KIT,,,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,88.83,,,Excellent,,false,,,,Wallingford,,Item-010717,1,Consumable,UK,CM202E & CM210E,,,,,,Campbell Scienfitic,,,,,,,,,,
612,CM202E 60cm SENSOR CROSS ARM & CM210E BRACKET KIT,,,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,88.83,,,Excellent,,false,,,,Wallingford,,Item-010717,1,Consumable,UK,CM202E & CM210E,,,,,,Campbell Scienfitic,,,,,,,,,,
613,CM206E 180cm SENSOR cross ar &CM210E Bracket Kit,,,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,103.7,,,Excellent,,false,,,,Wallingford,,Item-010719,1,Consumable,UK,CM206E & CM210E,,,,,,,,,,,,,,,,
614,CM206E 180cm SENSOR cross ar &CM210E Bracket Kit,,,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,103.7,,,Excellent,,false,,,,Wallingford,,Item-010719,1,Consumable,UK,CM206E & CM210E,,,,,,,,,,,,,,,,
615,CM206E 180cm SENSOR cross ar &CM210E Bracket Kit,,,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,103.7,,,Excellent,,false,,,,Wallingford,,Item-010719,1,Consumable,UK,CM206E & CM210E,,,,,,,,,,,,,,,,
616,CPEC200/300 CAL Gas tubing Assy C/W 10M,,,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,101.15,,,Excellent,,false,,,,Wallingford,,Item no- 010858,1,Consumable,USA,,,,,,,,2025-03-31 00:00:00.000,,,,,,,,,
617,CPEC200/300 CAL Gas tubing Assy C/W 10M,,,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,101.15,,,Excellent,,false,,,,Wallingford,,Item no- 010858,1,Consumable,USA,,,,,,,,2025-03-31 00:00:00.000,,,,,,,,,
618,CPEC200/300 CAL Gas tubing Assy C/W 10M,,,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,101.15,,,Excellent,,false,,,,Wallingford,,Item no- 010858,1,Consumable,USA,,,,,,,,2025-03-31 00:00:00.000,,,,,,,,,
619,CPEC200/300 CAL Gas tubing Assy C/W 3M,,,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,51.85,,,Excellent,,false,,,,Wallingford,,Item no- 010858-003,1,Consumable,USA,,,,,,,,2025-03-31 00:00:00.000,,,,,,,,,
620,CPEC200/300 CAL Gas tubing Assy C/W 3M,,,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,51.85,,,Excellent,,false,,,,Wallingford,,Item no- 010858-003,1,Consumable,USA,,,,,,,,2025-03-31 00:00:00.000,,,,,,,,,
621,CPEC200/300 CAL Gas tubing Assy C/W 3M,,,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,51.85,,,Excellent,,false,,,,Wallingford,,Item no- 010858-003,1,Consumable,USA,,,,,,,,2025-03-31 00:00:00.000,,,,,,,,,
622,CPEC200/300 Pump tubing Assy 0.375 OD C/W 5M,,,"09191",2025-04-22 00:00:00.000,,"20924-1",2025-02-04 00:00:00.000,,88.4,,,Excellent,,false,,,,Wallingford,,Item no- 010856-005,1,Consumable,USA,,,,,,,,2025-03-31 00:00:00.000,,,,,,,,,
623,CPEC200/300 Pump tubing Assy 0.375 OD C/W 5M,,,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,88.4,,,Excellent,,false,,,,Wallingford,,Item no- 010856-005,1,Consumable,USA,,,,,,,,2025-03-31 00:00:00.000,,,,,,,,,
624,CPEC200/300 Pump tubing Assy 0.375 OD C/W 5M,,,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,88.4,,,Excellent,,false,,,,Wallingford,,Item no- 010856-005,1,Consumable,USA,,,,,,,,2025-03-31 00:00:00.000,,,,,,,,,
625,CPEC200/300 Pump tubing Assy 0.375 OD C/W 5M,,,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,88.4,,,Excellent,,false,,,,Wallingford,,Item no- 010856-005,1,Consumable,USA,,,,,,,,2025-03-31 00:00:00.000,,,,,,,,,
626,CPEC200/310 ZERO SCRUB MODULE,"1208",RJ1412HPL,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,2193.43,,,Excellent,,false,,,,Wallingford,,"Item-010797, Type 1,3R,4X,6P,12, IP66",1,Fixed,USA,CPEC200/310,,,,,,STAHLIN_Robroy Enclosures,2024-12-18 00:00:00.000,,,,,,,,,
627,CPEC200/310 ZERO SCRUB MODULE,"1209",RJ1412HPL,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,2193.43,,,Excellent,,false,,,,Wallingford,,"Item-010797, Type 1,3R,4X,6P,12, IP66",1,Fixed,USA,CPEC200/310,,,,,,STAHLIN_Robroy Enclosures,2024-12-18 00:00:00.000,,,,,,,,,
628,CPEC200/310 ZERO SCRUB MODULE,"1214",RJ1412HPL,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,2193.43,,,Excellent,,false,,,,Wallingford,,"Item-010797, Type 1,3R,4X,6P,12, IP66",1,Fixed,USA,CPEC200/310,,,,,,STAHLIN_Robroy Enclosures,2025-01-15 00:00:00.000,,,,,,,,,
629,CPEC310 CLOSE PATH EDDY COVARIANCE SYSTEM ,"1358",,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,28826.05,,,Excellent,,false,,,,Wallingford,,CPEC310-6NA-NAM-NK-SS2-NC-NG-NM  Including CR6 UN 3091 lithium metal batteries contained in equipment P1903 CR6 SN: 25623 CPEC310 three valve module SN: 1464 Category 6 patch cord PN:28899 made in vietnam USB A - micro B cable PN: 4868 PN:30179- Cable Pn:,1,Fixed,campbell scientific,CPEC310-6NA-NAM-NK-SS2-NC-NG-NM ,,,,,,USA,,,,,,,,,,
630,CPEC310 Three valve module,"1474",,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,,,,Excellent,,false,,,,Wallingford,,Part of Eddy covariance sys,1,Fixed,USA,Campbell Scientific,,,,,,,,,,,,,,,,
631,CPEC310 Three valve module,"1466",,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,,,,Excellent,,false,,,,Wallingford,,Part of Eddy covariance sys,1,Fixed,USA,Campbell Scientific,,,,,,,,,,,,,,,,
632,CPEC310 three-valve module,"1464",,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,,,,Excellent,,false,,,,Wallingford,,price included in CPEC310 CLOSE PATH EDDY COVARIANCE SYSTEM ,1,Fixed,campbell scientific,,,,,,,usa,,,,,,,,,,
633,CPEC310 CLOSE PATH EDDY COVARIANCE SYSTEM,"1359",,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,28826.05,,,Excellent,,false,,,,Wallingford,,Item-011057 P/N:4868 (USB Type A to Micro Type B) Part: 28899-1 Qty Pn:32203 (Vortex Filter replacement kit) PN:30179- Cable ,1,Fixed,USA,Campbell Scientific,,,,,,,,,,,,,,,,
634,CPEC310 CLOSE PATH EDDY COVARIANCE SYSTEM,"1357",,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,28826.05,,,Excellent,,false,,,,Wallingford,,Item-011057 P/N:4868 (USB Type A to Micro Type B) Part: 28899-1 Qty Pn:32203 (Vortex Filter replacement kit) PN:30179- Cable ,1,Fixed,USA,Campbell Scientific,,,,,,,,,,,,,,,,
635,CR1000 KEYBOARD AND DISPLAY UNIT,"14748",,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,270.3,,,Excellent,,false,,,,Wallingford,,,1,Fixed,campbell scientific,CR1000KD,,,,,,USA,,,,,,,,,,
636,CR1000 KEYBOARD AND DISPLAY UNIT,"14764",,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,270.3,,,Excellent,,false,,,,Wallingford,,,1,Fixed,campbell scientific,CR1000KD,,,,,,USA,,,,,,,,,,
637,CR1000 KEYBOARD AND DISPLAY UNIT,"14749",,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,270.3,,,Excellent,,false,,,,Wallingford,,,1,Fixed,campbell scientific,CR1000KD,,,,,,USA,,,,,,,,,,
638,CR1000X / CR6 16 GB MicroSD Flash aMLC Memory Card,,,"09191",2025-04-22 00:00:00.000,,"20924-1",2025-02-04 00:00:00.000,,75.65,,,Excellent,,false,,,,Wallingford,,Item-009641,2,Consumable,Taiwan,,,,,,,,,,,,,,,,,
639,CR1000X / CR6 16 GB MicroSD Flash aMLC Memory Card,,,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,75.65,,,Excellent,,false,,,,Wallingford,,Item-009641,2,Consumable,Taiwan,,,,,,,,,,,,,,,,,
640,CR1000X / CR6 16 GB MicroSD Flash aMLC Memory Card,,,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,75.65,,,Excellent,,false,,,,Wallingford,,Item-009641,2,Consumable,Taiwan,,,,,,,,,,,,,,,,,
641,CR1000X / CR6 16 GB MicroSD Flash aMLC Memory Card,,,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,75.65,,,Excellent,,false,,,,Wallingford,,Item-009641,2,Consumable,Taiwan,,,,,,,,,,,,,,,,,
642,CR1000Xe,"71178",,"09191",2025-04-22 00:00:00.000,,"20924-1",2025-02-04 00:00:00.000,,1668.55,,,Excellent,,false,,,,Wallingford,,Item-011610,1,Fixed,USA,,,,,,,Campbell Scienfic,,,,,,,,,,
643,CR1000Xe,"71329","41842","09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,1668.55,,,Excellent,,false,,,,Wallingford,,Item-011610,1,Fixed,USA,,,,,,,Campbell Scienfic,,,,,,,,,,
644,CR1000Xe,"71327","41842","09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,1668.55,,,Excellent,,false,,,,Wallingford,,Item-011610 UID-NR6X-KEFT-A2DS,1,Fixed,USA,,,,,,,Campbell Scienfic,,,,,,,,,,
645,CR1000Xe,"71328","41842","09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,1668.55,,,Excellent,,false,,,,Wallingford,,Item-011610 UID-NR6X-KEFT-A2DS,1,Fixed,USA,,,,,,,Campbell Scienfic,,,,,,,,,,
646,CR6 Datalogger,,,"09191",2025-04-22 00:00:00.000,,"20924-1",2025-02-04 00:00:00.000,,,,,Excellent,,false,,,,Wallingford,,price included in CPEC310 CLOSE PATH EDDY COVARIANCE SYSTEM ,1,Fixed,USA,CR6,,,,,,Campbell Scienfic,,,,,,,,,,
647,CR6 Datalogger,"25624",,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,,,,Excellent,,false,,,,Wallingford,,price included in CPEC310 CLOSE PATH EDDY COVARIANCE SYSTEM ,1,Fixed,USA,CR6,,,,,,Campbell Scienfic,,,,,,,,,,
648,CR6 Datalogger,"25620",,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,,,,Excellent,,false,,,,Wallingford,,price included in CPEC310 CLOSE PATH EDDY COVARIANCE SYSTEM ,1,Fixed,USA,CR6,,,,,,Campbell Scienfic,,,,,,,,,,
649,CR6 Datalogger,"25623",,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,,,,Excellent,,false,,,,Wallingford,,price included in CPEC310 CLOSE PATH EDDY COVARIANCE SYSTEM ,1,Fixed,USA,CR6,,,,,,Campbell Scienfic,,,,,,,,,,
650,CS310 (SQ-500-SS) QUANTUM SENSOR C/W 5 METRE CABLE,"5475",,"09191",2025-04-22 00:00:00.000,,"20924-1",2025-02-04 00:00:00.000,,365.5,,,Excellent,,false,,,,Wallingford,,Item-009560-005,1,Fixed,USA,,,,,,,Apogee Instruments,2025-03-03 00:00:00.000,,,,,,,,,
651,CS310 (SQ-500-SS) QUANTUM SENSOR C/W 5 METRE CABLE,"5689",,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,365.5,,,Excellent,,false,,,,Wallingford,,Item-009560-005,1,Fixed,USA,,,,,,,Apogee Instruments,2025-03-03 00:00:00.000,,,,,,,,,
652,CS310 (SQ-500-SS) QUANTUM SENSOR C/W 5 METRE CABLE,"5691",,"09191",2025-05-19 00:00:00.000,,"20924-4",2025-02-04 00:00:00.000,,365.5,,,Excellent,,false,,,,Wallingford,,Item-009560-005,1,Fixed,USA,,,,,,,Apogee Instruments,2025-03-03 00:00:00.000,,,,,,,,,
653,CS310 (SQ-500-SS) QUANTUM SENSOR C/W 5 METRE CABLE,"5690",,"09191",2025-05-19 00:00:00.000,,"20924-3",2025-02-04 00:00:00.000,,365.5,,,Excellent,,false,,,,Wallingford,,Item-009560-005,1,Fixed,USA,,,,,,,Apogee Instruments,2025-03-03 00:00:00.000,,,,,,,,,
654,CS655-DS 12CM WATER CONTENT REFLECTOMETER PLUS C/W 10 METRE CABLE,"68184",CS655-33-DS-PT,"09191",2025-05-19 00:00:00.000,,"20924-2",2025-02-04 00:00:00.000,,228.65,,,Excellent,,false,,,,Wallingford,,Item-009750-010,1,Fixed,USA,CS655-33-DS-PT,,,,,,,,,,,,,,,,
